episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/mean_q,info/learner/default_policy/max_q,info/learner/default_policy/min_q
-68.67315601715819,-68.67315601715819,-68.67315601715819,2352.0,1,1,2500,False,1,1,0d94c1fd0aa845b19aecabde036d8ee7,2021-04-04_20-25-01,1617564301,100.6015260219574,100.6015260219574,54568,alexanders-mbp.lan,192.168.86.250,100.6015260219574,0,1,2ffd1_00004,[-68.67315601715819],[2352],2.2898055896049785,0.7825527892785757,1.35951002136987,0.17575243385922,7.043,36349.603,4.698,2500,256256,2500,1001,64.13146853146854,59.50839160839161,-0.19433936,-0.054434124,-0.50902617
-37.40496523789753,-68.67315601715819,-53.03906062752786,2352.0,1,1,5000,False,2,2,0d94c1fd0aa845b19aecabde036d8ee7,2021-04-04_20-28-55,1617564535,234.48319792747498,335.0847239494324,54568,alexanders-mbp.lan,192.168.86.250,335.0847239494324,0,2,2ffd1_00004,"[-37.40496523789753, -68.67315601715819]","[2352, 2352]",2.365651162600243,0.8038627969221248,1.4228810265187555,0.18437192957449555,8.582,29830.802,7.159,5000,896256,5000,3501,82.74036144578314,59.279518072289164,-0.23692667,-0.073253885,-0.5388399
-37.40496523789753,-68.67315601715819,-49.053149040945954,2352.0,1,1,7500,False,3,3,0d94c1fd0aa845b19aecabde036d8ee7,2021-04-04_20-32-57,1617564777,241.65711998939514,576.7418439388275,54568,alexanders-mbp.lan,192.168.86.250,576.7418439388275,0,3,2ffd1_00004,"[-41.081325867782134, -68.67315601715819, -37.40496523789753]","[2352, 2352, 2352]",2.4096007742802583,0.8159271740254809,1.4581818425192676,0.1890726657937208,12.527,20435.682,5.485,7500,1536256,7500,6001,80.69382352941177,59.400882352941174,-0.22541487,-0.014910877,-0.55512077
-34.688396816037475,-68.67315601715819,-45.461960984718836,2352.0,1,1,10000,False,4,4,0d94c1fd0aa845b19aecabde036d8ee7,2021-04-04_20-37-05,1617565025,248.15002965927124,824.8918735980988,54568,alexanders-mbp.lan,192.168.86.250,824.8918735980988,0,4,2ffd1_00004,"[-34.688396816037475, -68.67315601715819, -37.40496523789753, -41.081325867782134]","[2352, 2352, 2352, 2352]",2.4411791061421813,0.8251868468139941,1.482458941245759,0.19239791236078532,10.434,24534.202,5.781,10000,2176256,10000,8501,80.30401146131804,58.77335243553009,-0.23816678,-0.06625705,-0.6012319
-34.688396816037475,-68.67315601715819,-44.939919667817506,2352.0,1,1,12500,False,5,5,0d94c1fd0aa845b19aecabde036d8ee7,2021-04-04_20-41-13,1617565273,247.82319283485413,1072.7150664329529,54568,alexanders-mbp.lan,192.168.86.250,1072.7150664329529,0,5,2ffd1_00004,"[-42.8517544002122, -68.67315601715819, -37.40496523789753, -41.081325867782134, -34.688396816037475]","[2352, 2352, 2352, 2352, 2352]",2.463879090804889,0.8327865911647155,1.4996569397106425,0.1946618050297576,10.635,24070.719,6.117,12500,2816256,12500,11001,76.71031518624642,57.714040114613184,-0.25473118,-0.03471275,-0.75522614
-32.735521911579156,-68.67315601715819,-42.90585337511112,2352.0,1,1,15000,False,6,6,0d94c1fd0aa845b19aecabde036d8ee7,2021-04-04_20-45-19,1617565519,245.20081520080566,1317.9158816337585,54568,alexanders-mbp.lan,192.168.86.250,1317.9158816337585,0,6,2ffd1_00004,"[-32.735521911579156, -68.67315601715819, -37.40496523789753, -41.081325867782134, -34.688396816037475, -42.8517544002122]","[2352, 2352, 2352, 2352, 2352, 2352]",2.481902314898005,0.8386039745165607,1.5134995650875123,0.19639401700214762,9.201,27822.119,5.274,15000,3456256,15000,13501,68.87514450867052,57.91763005780347,-0.24528545,-0.024804346,-0.6457889
-32.735521911579156,-68.67315601715819,-42.01663861558894,2352.0,1,1,17500,False,7,7,0d94c1fd0aa845b19aecabde036d8ee7,2021-04-04_20-49-21,1617565761,242.10233211517334,1560.0182137489319,54568,alexanders-mbp.lan,192.168.86.250,1560.0182137489319,0,7,2ffd1_00004,"[-36.681350058455884, -68.67315601715819, -37.40496523789753, -41.081325867782134, -34.688396816037475, -42.8517544002122, -32.735521911579156]","[2352, 2352, 2352, 2352, 2352, 2352, 2352]",2.495798303434249,0.8437349056553834,1.524553395805633,0.1978061208306492,12.217,20954.781,6.764,17500,4096256,17500,16001,78.91319648093842,58.06627565982405,-0.24735548,-0.006428167,-0.69812334
-32.735521911579156,-68.67315601715819,-41.150163572963606,2352.0,1,1,20000,False,8,8,0d94c1fd0aa845b19aecabde036d8ee7,2021-04-04_20-53-19,1617565999,237.69125199317932,1797.7094657421112,54568,alexanders-mbp.lan,192.168.86.250,1797.7094657421112,0,8,2ffd1_00004,"[-35.084838274586296, -68.67315601715819, -37.40496523789753, -41.081325867782134, -34.688396816037475, -42.8517544002122, -32.735521911579156, -36.681350058455884]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",2.5065417504208973,0.8475039693902687,1.5332235463133141,0.1989085970572518,10.108,25326.31,5.593,20000,4736256,20000,18501,76.82597014925372,57.47044776119402,-0.259901,-0.058554076,-0.5827814
-29.784121769189035,-68.67315601715819,-39.887270039210875,2352.0,1,1,22500,False,9,9,0d94c1fd0aa845b19aecabde036d8ee7,2021-04-04_20-57-20,1617566240,240.6186888217926,2038.3281545639038,54568,alexanders-mbp.lan,192.168.86.250,2038.3281545639038,0,9,2ffd1_00004,"[-29.784121769189035, -68.67315601715819, -37.40496523789753, -41.081325867782134, -34.688396816037475, -42.8517544002122, -32.735521911579156, -36.681350058455884, -35.084838274586296]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",2.5147012051065887,0.8504045401763175,1.540077586277977,0.19975438313238353,6.876,37233.445,4.189,22500,5376256,22500,21001,83.2716814159292,57.54218289085546,-0.25304866,-0.027235486,-0.6312556
-29.784121769189035,-68.67315601715819,-39.342530846072094,2352.0,1,1,25000,False,10,10,0d94c1fd0aa845b19aecabde036d8ee7,2021-04-04_21-01-20,1617566480,240.30277681350708,2278.630931377411,54568,alexanders-mbp.lan,192.168.86.250,2278.630931377411,0,10,2ffd1_00004,"[-34.43987810782309, -68.67315601715819, -37.40496523789753, -41.081325867782134, -34.688396816037475, -42.8517544002122, -32.735521911579156, -36.681350058455884, -35.084838274586296, -29.784121769189035]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",2.521252925434943,0.8527460078663754,1.5457247144573316,0.20043190345269193,9.725,26323.847,4.255,25000,6016256,25000,23501,80.58466076696165,57.723893805309736,-0.2787029,-0.0642545,-0.7366692
-29.784121769189035,-68.67315601715819,-38.77004005812448,2352.0,1,1,27500,False,11,11,0d94c1fd0aa845b19aecabde036d8ee7,2021-04-04_21-05-20,1617566720,238.86799788475037,2517.4989292621613,54568,alexanders-mbp.lan,192.168.86.250,2517.4989292621613,0,11,2ffd1_00004,"[-33.04513217864826, -68.67315601715819, -37.40496523789753, -41.081325867782134, -34.688396816037475, -42.8517544002122, -32.735521911579156, -36.681350058455884, -35.084838274586296, -29.784121769189035, -34.43987810782309]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",2.5262125216800357,0.8542196873367666,1.5502467574214835,0.2009716501941172,8.943,28624.642,4.518,27500,6656256,27500,26001,77.08839285714286,57.67202380952381,-0.29248717,-0.060167976,-0.7974458
