,datetime,charge_solar,charge_load,discharge_size,current_solar,current_controlled_load_consumption,current_general_electricity_consumption,current_charge,reward
0,2013-01-14 00:00:00,0.01710466668009758,0.0,2.0,0.0,0.0,0.073,1.927,-0.0
1,2013-01-14 00:30:00,0.0053771063685417175,0.20246101915836334,2.0,0.0,0.0,0.115,1.8285389808416366,-0.0
2,2013-01-14 01:00:00,0.0,0.41161641478538513,2.0,0.0,1.094,0.024,0.8133056235313418,-0.0
3,2013-01-14 01:30:00,1.9462183713912964,0.0,1.993790864944458,0.0,1.263,0.126,0.6047908649444581,-0.0
4,2013-01-14 02:00:00,1.894260048866272,0.0,1.9985908269882202,0.0,1.25,0.319,0.4295908269882202,-0.0
5,2013-01-14 02:30:00,0.3174840211868286,0.0,1.979616403579712,0.0,0.35600000000000004,0.055,1.5686164035797119,-0.0
6,2013-01-14 03:00:00,0.2227545827627182,0.7012894153594971,2.0,0.0,0.669,0.189,1.303477777481079,-0.0
7,2013-01-14 03:30:00,0.9892784357070923,0.9987491369247437,1.7385213375091553,0.0,0.45,0.7390000000000001,1.2052953081130982,-0.0
8,2013-01-14 04:00:00,0.9551807641983032,1.0945734977722168,1.4343852996826172,0.0,0.0,0.7559999999999999,1.7388358860015871,-0.0
9,2013-01-14 04:30:00,0.8495867848396301,0.3984085023403168,1.3290719985961914,0.0,0.444,0.083,1.596919725656509,-0.0
10,2013-01-14 05:00:00,1.0097447633743286,0.6982932686805725,1.7634798288345337,0.0,0.513,0.364,1.2308672800064095,-0.0
11,2013-01-14 05:30:00,0.9246964454650879,1.040390968322754,1.5938936471939087,0.0,0.0,0.823,1.674874471664427,-0.0
12,2013-01-14 06:00:00,0.905246376991272,0.3676004707813263,1.2435954809188843,0.0,0.0,0.6729999999999999,1.6096505858898196,-0.0
13,2013-01-14 06:30:00,0.7301743626594543,0.4558072090148926,1.3179879188537598,0.0,0.0,0.833,1.4918916192054683,-0.0
14,2013-01-14 07:00:00,0.8506995439529419,0.717666506767273,1.3555729389190674,0.05,0.0,0.848,1.3505502548217905,-0.0
15,2013-01-14 07:30:00,1.0647934675216675,1.0034948587417603,1.4563499689102173,0.106,0.0,0.7659999999999999,1.3174046316146586,-0.0
16,2013-01-14 08:00:00,1.0839600563049316,0.8162450790405273,1.4541341066360474,0.206,0.0,0.855,1.2819456577301556,-0.0
17,2013-01-14 08:30:00,1.2106937170028687,0.6694933772087097,1.5264062881469727,0.238,0.0,0.122,2.0,-0.0
18,2013-01-14 09:00:00,0.0,0.06528052687644958,1.8812710046768188,0.213,0.0,0.292,1.8557194731235505,-0.0
19,2013-01-14 09:30:00,0.0,0.34398195147514343,1.9275622367858887,0.238,0.0,0.104,2.0,-0.0
20,2013-01-14 10:00:00,0.0,0.19464407861232758,1.960501790046692,0.463,0.0,0.282,1.9863559213876725,-0.0
21,2013-01-14 10:30:00,0.0,0.4342741370201111,2.0,0.363,0.0,0.269,1.6870140202045438,-0.0
22,2013-01-14 11:00:00,0.9245802164077759,0.33600592613220215,1.577864408493042,1.131,0.0,1.15,1.3463858170509346,-0.0
23,2013-01-14 11:30:00,0.1467958241701126,0.0,2.0,1.519,0.0,0.624,2.0,-0.0
24,2013-01-14 12:00:00,0.0,0.9865803718566895,1.9801452159881592,1.619,0.0,0.158,2.0,-0.0
25,2013-01-14 12:30:00,0.04912008345127106,1.0027000904083252,1.8522462844848633,1.538,0.0,0.379,2.0,-0.0
26,2013-01-14 13:00:00,0.11321801692247391,0.9835743308067322,1.7892118692398071,1.763,0.0,0.145,2.0,-0.0
27,2013-01-14 13:30:00,0.0011318325996398926,1.202883243560791,1.8823002576828003,1.781,0.0,0.058,2.0,-0.0
28,2013-01-14 14:00:00,0.035555221140384674,1.0934960842132568,1.8074183464050293,1.769,0.0,0.099,2.0,-0.0
29,2013-01-14 14:30:00,0.0,1.1222960948944092,1.8386781215667725,1.719,0.0,0.122,2.0,-0.0
30,2013-01-14 15:00:00,0.0,1.0134087800979614,1.7712446451187134,1.663,0.0,0.036000000000000004,2.0,-0.0
31,2013-01-14 15:30:00,0.006620295345783234,1.0547614097595215,1.7864092588424683,1.519,0.0,0.619,1.8386182948946954,-0.0
32,2013-01-14 16:00:00,0.18368935585021973,0.7841954827308655,1.6169612407684326,1.138,0.0,0.135,2.0,-0.0
33,2013-01-14 16:30:00,0.40943291783332825,0.5788360834121704,1.7722278833389282,1.075,0.0,0.081,2.0,-0.0
34,2013-01-14 17:00:00,0.00046320632100105286,0.7012965679168701,1.9015227556228638,0.525,0.0,0.25,1.5732402257621287,-0.0
35,2013-01-14 17:30:00,1.6198416948318481,0.45601049065589905,1.308635950088501,0.863,0.0,0.161,1.8097492835819722,-0.0
36,2013-01-14 18:00:00,0.3989885449409485,0.5129631757736206,1.7551612854003906,0.775,0.0,0.146,2.0,-0.0
37,2013-01-14 18:30:00,0.11410915851593018,0.6581771373748779,1.8301761150360107,0.188,0.0,0.154,1.261713704109192,-0.0
38,2013-01-14 19:00:00,1.4133630990982056,1.0318212509155273,1.466414451599121,0.106,0.0,0.4370000000000001,1.7957513408660886,-0.0
