episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/mean_q,info/learner/default_policy/max_q,info/learner/default_policy/min_q
-69.20423940466948,-69.20423940466948,-69.20423940466948,2352.0,1,1,2500,2500,False,1,1,5cc8c813b6784dbcbc9a800e51fcbd01,2021-04-05_09-37-10,1617611830,118.17385387420654,118.17385387420654,37551,alexanders-mbp.lan,192.168.86.250,118.17385387420654,0,1,e1727_00049,[-69.20423940466948],[2352],0.9796403971065383,1.8141793994987454,0.22776324193223102,2.6349235848873342,0.0,5.36,47758.58,5.801,2500,2500,256256,256256,2500,1001,85.29583333333333,62.855357142857144,0.06958261,0.33527225,-0.15680696
-50.75901339367335,-69.20423940466948,-59.98162639917142,2352.0,1,1,5000,5000,False,2,2,5cc8c813b6784dbcbc9a800e51fcbd01,2021-04-05_09-41-29,1617612089,259.05041098594666,377.2242648601532,37551,alexanders-mbp.lan,192.168.86.250,377.2242648601532,0,2,e1727_00049,"[-50.75901339367335, -69.20423940466948]","[2352, 2352]",0.9762224898952327,1.792099727582368,0.22744178227827447,2.560639813562466,0.0,7.97,32120.262,7.638,5000,5000,896256,896256,5000,3501,92.18060109289617,63.21612021857923,0.050904736,0.28495792,-0.31220138
-41.9519870736827,-69.20423940466948,-53.97174662400851,2352.0,1,1,7500,7500,False,3,3,5cc8c813b6784dbcbc9a800e51fcbd01,2021-04-05_09-45-53,1617612353,263.30135893821716,640.5256237983704,37551,alexanders-mbp.lan,192.168.86.250,640.5256237983704,0,3,e1727_00049,"[-41.9519870736827, -69.20423940466948, -50.75901339367335]","[2352, 2352, 2352]",0.9752863419790861,1.7800082775917048,0.22709991666307672,2.5202497833161703,0.0,7.279,35170.863,4.548,7500,7500,1536256,1536256,7500,6001,74.74032258064517,63.28736559139785,0.030717723,0.3268337,-0.31275955
-41.9519870736827,-69.20423940466948,-52.09904528122607,2352.0,1,1,10000,10000,False,4,4,5cc8c813b6784dbcbc9a800e51fcbd01,2021-04-05_09-50-17,1617612617,263.73733711242676,904.2629609107971,37551,alexanders-mbp.lan,192.168.86.250,904.2629609107971,0,4,e1727_00049,"[-46.48094125287873, -69.20423940466948, -50.75901339367335, -41.9519870736827]","[2352, 2352, 2352, 2352]",0.9740817887836176,1.7711138635262675,0.22685017186237508,2.4932884100550416,0.0,6.052,42303.112,4.934,10000,10000,2176256,2176256,10000,8501,89.49598930481284,62.65160427807487,0.03675299,0.3079882,-0.330254
-41.9519870736827,-69.20423940466948,-51.55716758880866,2352.0,1,1,12500,12500,False,5,5,5cc8c813b6784dbcbc9a800e51fcbd01,2021-04-05_09-54-30,1617612870,253.03139209747314,1157.2943530082703,37551,alexanders-mbp.lan,192.168.86.250,1157.2943530082703,0,5,e1727_00049,"[-49.38965681913902, -69.20423940466948, -50.75901339367335, -41.9519870736827, -46.48094125287873]","[2352, 2352, 2352, 2352, 2352]",0.9723585384183908,1.7634671092463763,0.2264475102538875,2.4712858291259368,0.0,7.326,34942.41,5.047,12500,12500,2816256,2816256,12500,11001,90.01759776536312,62.59050279329608,0.005775047,0.24545915,-0.36762035
-35.9865870867541,-69.20423940466948,-48.962070838466225,2352.0,1,1,15000,15000,False,6,6,5cc8c813b6784dbcbc9a800e51fcbd01,2021-04-05_09-58-49,1617613129,257.7179660797119,1415.0123190879822,37551,alexanders-mbp.lan,192.168.86.250,1415.0123190879822,0,6,e1727_00049,"[-35.9865870867541, -69.20423940466948, -50.75901339367335, -41.9519870736827, -46.48094125287873, -49.38965681913902]","[2352, 2352, 2352, 2352, 2352, 2352]",0.971672468536132,1.7578633487744806,0.22611772448017017,2.4547365136188684,0.0,7.503,34120.187,6.775,15000,15000,3456256,3456256,15000,13501,86.35726027397261,63.30164383561643,-0.0072803777,0.2390552,-0.39626
-33.35566786287213,-69.20423940466948,-46.732584699095646,2352.0,1,1,17500,17500,False,7,7,5cc8c813b6784dbcbc9a800e51fcbd01,2021-04-05_10-03-33,1617613413,284.2008500099182,1699.2131690979004,37551,alexanders-mbp.lan,192.168.86.250,1699.2131690979004,0,7,e1727_00049,"[-33.35566786287213, -69.20423940466948, -50.75901339367335, -41.9519870736827, -46.48094125287873, -49.38965681913902, -35.9865870867541]","[2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.9722512678635038,1.7567246054012668,0.22626036704825894,2.446502637918282,0.0,5.445,47012.698,5.022,17500,17500,4096256,4096256,17500,16001,82.24228855721394,63.507462686567166,-0.0104774255,0.30226004,-0.3307011
-32.85813390227007,-69.20423940466948,-44.99827834949245,2352.0,1,1,20000,20000,False,8,8,5cc8c813b6784dbcbc9a800e51fcbd01,2021-04-05_10-07-46,1617613666,253.07920479774475,1952.2923738956451,37551,alexanders-mbp.lan,192.168.86.250,1952.2923738956451,0,8,e1727_00049,"[-32.85813390227007, -69.20423940466948, -50.75901339367335, -41.9519870736827, -46.48094125287873, -49.38965681913902, -35.9865870867541, -33.35566786287213]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.9725737239651115,1.7548119804957758,0.2262101701450993,2.438172698263767,0.0,7.525,34017.926,4.549,20000,20000,4736256,4736256,20000,18501,88.86145251396647,62.633519553072624,0.0046135257,0.25833648,-0.38457975
-30.10518667565382,-69.20423940466948,-43.34349038573261,2352.0,1,1,22500,22500,False,9,9,5cc8c813b6784dbcbc9a800e51fcbd01,2021-04-05_10-12-11,1617613931,265.13661193847656,2217.4289858341217,37551,alexanders-mbp.lan,192.168.86.250,2217.4289858341217,0,9,e1727_00049,"[-30.10518667565382, -69.20423940466948, -50.75901339367335, -41.9519870736827, -46.48094125287873, -49.38965681913902, -35.9865870867541, -33.35566786287213, -32.85813390227007]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.9723553597521247,1.7528029103366167,0.22611670034972986,2.430785926285657,0.0,9.047,28298.141,9.672,22500,22500,5376256,5376256,22500,21001,92.37013333333334,62.727733333333326,-0.020795887,0.18171377,-0.43762374
-30.10518667565382,-69.20423940466948,-42.04647640164451,2352.0,1,1,25000,25000,False,10,10,5cc8c813b6784dbcbc9a800e51fcbd01,2021-04-05_10-16-36,1617614196,264.48055505752563,2481.9095408916473,37551,alexanders-mbp.lan,192.168.86.250,2481.9095408916473,0,10,e1727_00049,"[-30.37335054485168, -69.20423940466948, -50.75901339367335, -41.9519870736827, -46.48094125287873, -49.38965681913902, -35.9865870867541, -33.35566786287213, -32.85813390227007, -30.10518667565382]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.9719266185430856,1.7508634515922101,0.2259892688846672,2.424323771175494,0.0,6.015,42560.5,5.485,25000,25000,6016256,6016256,25000,23501,90.0548128342246,62.85267379679145,-0.025952213,0.20307909,-0.362338
-30.10518667565382,-69.20423940466948,-41.02147948131334,2352.0,1,1,27500,27500,False,11,11,5cc8c813b6784dbcbc9a800e51fcbd01,2021-04-05_10-20-39,1617614439,243.10861015319824,2725.0181510448456,37551,alexanders-mbp.lan,192.168.86.250,2725.0181510448456,0,11,e1727_00049,"[-30.771510278001593, -69.20423940466948, -50.75901339367335, -41.9519870736827, -46.48094125287873, -49.38965681913902, -35.9865870867541, -33.35566786287213, -32.85813390227007, -30.10518667565382, -30.37335054485168]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.9708465890143274,1.7481497170545668,0.2257463150281046,2.4173539123632963,0.0,7.617,33611.046,6.477,27500,27500,6656256,6656256,27500,26001,85.19476744186046,62.20029069767441,-0.04539145,0.14672184,-0.3626151
-26.935583500792095,-69.20423940466948,-39.8476548162699,2352.0,1,1,30000,30000,False,12,12,5cc8c813b6784dbcbc9a800e51fcbd01,2021-04-05_10-24-31,1617614671,231.41748595237732,2956.435636997223,37551,alexanders-mbp.lan,192.168.86.250,2956.435636997223,0,12,e1727_00049,"[-26.935583500792095, -69.20423940466948, -50.75901339367335, -41.9519870736827, -46.48094125287873, -49.38965681913902, -35.9865870867541, -33.35566786287213, -32.85813390227007, -30.10518667565382, -30.37335054485168, -30.771510278001593]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.9692453775295288,1.7445082537246919,0.22538091827622356,2.409562780960955,0.0,5.625,45513.542,4.324,30000,30000,7296256,7296256,30000,28501,82.52073170731707,61.87164634146342,-0.08864881,0.12563473,-0.46088126
-24.205171026446052,-69.20423940466948,-38.6443868324373,2352.0,1,1,32500,32500,False,13,13,5cc8c813b6784dbcbc9a800e51fcbd01,2021-04-05_10-28-40,1617614920,248.44261121749878,3204.8782482147217,37551,alexanders-mbp.lan,192.168.86.250,3204.8782482147217,0,13,e1727_00049,"[-24.205171026446052, -69.20423940466948, -50.75901339367335, -41.9519870736827, -46.48094125287873, -49.38965681913902, -35.9865870867541, -33.35566786287213, -32.85813390227007, -30.10518667565382, -30.37335054485168, -30.771510278001593, -26.935583500792095]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.9675905063254299,1.7411694595736857,0.22502234316996328,2.4022769329245395,0.0,7.371,34732.403,4.767,32500,32500,7936256,7936256,32500,31001,85.66866096866096,62.880056980056985,-0.085583106,0.085126735,-0.5204768
-22.728544809728714,-69.20423940466948,-37.5075409736724,2352.0,1,1,35000,35000,False,14,14,5cc8c813b6784dbcbc9a800e51fcbd01,2021-04-05_10-32-36,1617615156,236.02178597450256,3440.9000341892242,37551,alexanders-mbp.lan,192.168.86.250,3440.9000341892242,0,14,e1727_00049,"[-22.728544809728714, -69.20423940466948, -50.75901339367335, -41.9519870736827, -46.48094125287873, -49.38965681913902, -35.9865870867541, -33.35566786287213, -32.85813390227007, -30.10518667565382, -30.37335054485168, -30.771510278001593, -26.935583500792095, -24.205171026446052]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.9656998226969382,1.7375827593697581,0.2246264118703172,2.3949510219325303,0.0,4.406,58105.428,3.754,35000,35000,8576256,8576256,35000,33501,83.70269461077844,61.875748502994014,-0.09845309,0.110104114,-0.41844854
-22.50847250329412,-69.20423940466948,-36.50760307564719,2352.0,1,1,37500,37500,False,15,15,5cc8c813b6784dbcbc9a800e51fcbd01,2021-04-05_10-36-54,1617615414,257.08274817466736,3697.9827823638916,37551,alexanders-mbp.lan,192.168.86.250,3697.9827823638916,0,15,e1727_00049,"[-22.50847250329412, -69.20423940466948, -50.75901339367335, -41.9519870736827, -46.48094125287873, -49.38965681913902, -35.9865870867541, -33.35566786287213, -32.85813390227007, -30.10518667565382, -30.37335054485168, -30.771510278001593, -26.935583500792095, -24.205171026446052, -22.728544809728714]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.9640894504861559,1.734421288756863,0.22427369325072874,2.3884047383325973,0.0,5.543,46181.848,5.564,37500,37500,9216256,9216256,37500,36001,80.39725274725275,62.505769230769225,-0.117244706,0.059900526,-0.50246125
-22.50847250329412,-69.20423940466948,-35.04089100480319,2352.0,2,1,40000,40000,False,17,16,5cc8c813b6784dbcbc9a800e51fcbd01,2021-04-05_10-40-48,1617615648,233.8710777759552,3931.853860139847,37551,alexanders-mbp.lan,192.168.86.250,3931.853860139847,0,16,e1727_00049,"[-22.917308415265097, -25.16379253168147, -69.20423940466948, -50.75901339367335, -41.9519870736827, -46.48094125287873, -49.38965681913902, -35.9865870867541, -33.35566786287213, -32.85813390227007, -30.10518667565382, -30.37335054485168, -30.771510278001593, -26.935583500792095, -24.205171026446052, -22.728544809728714, -22.50847250329412]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.9627931819869157,1.7281560073266857,0.22354366285911909,2.3758559942029978,0.0,5.342,47918.003,4.433,40000,40000,9856256,9856256,40000,38501,89.86506024096384,61.79096385542168,-0.1375394,0.017095022,-0.42835775
-22.50847250329412,-69.20423940466948,-34.36974746528401,2352.0,1,1,42500,42500,False,18,17,5cc8c813b6784dbcbc9a800e51fcbd01,2021-04-05_10-44-10,1617615850,201.72779488563538,4133.581655025482,37551,alexanders-mbp.lan,192.168.86.250,4133.581655025482,0,17,e1727_00049,"[-22.96030729345783, -69.20423940466948, -50.75901339367335, -41.9519870736827, -46.48094125287873, -49.38965681913902, -35.9865870867541, -33.35566786287213, -32.85813390227007, -30.10518667565382, -30.37335054485168, -30.771510278001593, -26.935583500792095, -24.205171026446052, -22.728544809728714, -22.50847250329412, -22.917308415265097, -25.16379253168147]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",0.9616030514768291,1.7245072829752424,0.22311593846702696,2.3691334768542935,0.0,5.262,48654.953,3.918,42500,42500,10496256,10496256,42500,41001,86.77754385964911,61.24350877192983,-0.14498755,0.0055053495,-0.3819679
