episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/mean_q,info/learner/default_policy/max_q,info/learner/default_policy/min_q
-88.77782054420132,-88.77782054420132,-88.77782054420132,2352.0,1,1,2500,False,1,1,9f73aceadd2240dd95899ecfc78ede2c,2021-03-30_10-37-12,1617097032,84.29125714302063,84.29125714302063,96742,alexanders-mbp.lan,192.168.86.244,84.29125714302063,0,1,46521_00005,[-88.77782054420132],[2352],2.148759598638572,0.6832575998226198,1.264680818956597,0.15958801644747375,6.757,37886.652,5.346,2500,256256,2500,1001,56.87166666666667,64.48583333333333,-0.2720064,-0.15651268,-0.6179041
-20.615441042107687,-88.77782054420132,-54.696630793154505,2352.0,1,1,5000,False,2,2,9f73aceadd2240dd95899ecfc78ede2c,2021-03-30_10-40-40,1617097240,208.547532081604,292.83878922462463,96742,alexanders-mbp.lan,192.168.86.244,292.83878922462463,0,2,46521_00005,"[-20.615441042107687, -88.77782054420132]","[2352, 2352]",2.2017633132857433,0.7143033790320459,1.3311160405520348,0.16907575915046802,11.187,22884.523,8.111,5000,896256,5000,3501,66.51016949152542,63.15796610169491,-0.26069534,-0.1435293,-0.60091406
-20.563041449552195,-88.77782054420132,-43.3187676786204,2352.0,1,1,7500,False,3,3,9f73aceadd2240dd95899ecfc78ede2c,2021-03-30_10-44-18,1617097458,217.61497807502747,510.4537672996521,96742,alexanders-mbp.lan,192.168.86.244,510.4537672996521,0,3,46521_00005,"[-20.563041449552195, -88.77782054420132, -20.615441042107687]","[2352, 2352, 2352]",2.2318964222016326,0.7303466682592812,1.3679983966350464,0.17431777189784223,9.3,27527.748,4.571,7500,1536256,7500,6001,73.75324675324676,61.22305194805194,-0.27683026,-0.14243013,-0.688863
-20.563041449552195,-88.77782054420132,-37.92199250649979,2352.0,1,1,10000,False,4,4,9f73aceadd2240dd95899ecfc78ede2c,2021-03-30_10-48-07,1617097687,228.57711482048035,739.0308821201324,96742,alexanders-mbp.lan,192.168.86.244,739.0308821201324,0,4,46521_00005,"[-21.73166699013796, -88.77782054420132, -20.615441042107687, -20.563041449552195]","[2352, 2352, 2352, 2352]",2.2566206317024555,0.7441775216032935,1.3936463076371493,0.17793257862415926,10.051,25470.737,4.632,10000,2176256,10000,8501,78.16160990712075,60.174303405572765,-0.24113369,-0.09779519,-0.5114416
-18.743714829351322,-88.77782054420132,-34.0863369710701,2352.0,1,1,12500,False,5,5,9f73aceadd2240dd95899ecfc78ede2c,2021-03-30_10-52-08,1617097928,241.22177028656006,980.2526524066925,96742,alexanders-mbp.lan,192.168.86.244,980.2526524066925,0,5,46521_00005,"[-18.743714829351322, -88.77782054420132, -20.615441042107687, -20.563041449552195, -21.73166699013796]","[2352, 2352, 2352, 2352, 2352]",2.280511482701131,0.7592415792678713,1.4154706843137803,0.18093714141504808,14.809,17286.631,5.684,12500,2816256,12500,11001,80.28680351906158,59.17038123167155,-0.24177891,-0.0039439015,-0.53895617
-18.743714829351322,-88.77782054420132,-31.805259081979216,2352.0,1,1,15000,False,6,6,9f73aceadd2240dd95899ecfc78ede2c,2021-03-30_10-56-23,1617098183,254.0759780406952,1234.3286304473877,96742,alexanders-mbp.lan,192.168.86.244,1234.3286304473877,0,6,46521_00005,"[-20.39986963652482, -88.77782054420132, -20.615441042107687, -20.563041449552195, -21.73166699013796, -18.743714829351322]","[2352, 2352, 2352, 2352, 2352, 2352]",2.3051405789468316,0.7729835885040958,1.435988556594282,0.1834696254770053,12.11,21140.271,5.803,15000,3456256,15000,13501,86.76740947075209,59.19415041782729,-0.22342488,-0.025360316,-0.6361282
-17.750922513153363,-88.77782054420132,-29.797496715004094,2352.0,1,1,17500,False,7,7,9f73aceadd2240dd95899ecfc78ede2c,2021-03-30_11-00-31,1617098431,248.27665615081787,1482.6052865982056,96742,alexanders-mbp.lan,192.168.86.244,1482.6052865982056,0,7,46521_00005,"[-17.750922513153363, -88.77782054420132, -20.615441042107687, -20.563041449552195, -21.73166699013796, -18.743714829351322, -20.39986963652482]","[2352, 2352, 2352, 2352, 2352, 2352, 2352]",2.3266990922753363,0.7841801130453281,1.4530085480757637,0.18549315079554277,8.448,30304.553,4.592,17500,4096256,17500,16001,84.69142857142857,59.68114285714286,-0.22428915,-0.033260133,-0.6702031
-16.547303383354745,-88.77782054420132,-28.141222548547926,2352.0,1,1,20000,False,8,8,9f73aceadd2240dd95899ecfc78ede2c,2021-03-30_11-04-31,1617098671,240.06001472473145,1722.665301322937,96742,alexanders-mbp.lan,192.168.86.244,1722.665301322937,0,8,46521_00005,"[-16.547303383354745, -88.77782054420132, -20.615441042107687, -20.563041449552195, -21.73166699013796, -18.743714829351322, -20.39986963652482, -17.750922513153363]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",2.3447084920931793,0.7927016241208573,1.4667155859478358,0.18706290173954232,9.379,27294.519,7.512,20000,4736256,20000,18501,75.56834319526627,58.9671597633136,-0.20928308,-0.012748547,-0.6389152
-16.547303383354745,-88.77782054420132,-26.857029721812243,2352.0,1,1,22500,False,9,9,9f73aceadd2240dd95899ecfc78ede2c,2021-03-30_11-08-24,1617098904,233.34774804115295,1956.01304936409,96742,alexanders-mbp.lan,192.168.86.244,1956.01304936409,0,9,46521_00005,"[-16.583487107926757, -88.77782054420132, -20.615441042107687, -20.563041449552195, -21.73166699013796, -18.743714829351322, -20.39986963652482, -17.750922513153363, -16.547303383354745]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",2.3595065426199646,0.7994754475479647,1.4777689530159739,0.18829104682969067,9.39,27263.61,5.112,22500,5376256,22500,21001,70.7823708206687,59.299696048632214,-0.18807766,-0.00040269643,-0.47097632
-15.36260477698968,-88.77782054420132,-25.707587227329988,2352.0,1,1,25000,False,10,10,9f73aceadd2240dd95899ecfc78ede2c,2021-03-30_11-12-18,1617099138,233.38821625709534,2189.4012656211853,96742,alexanders-mbp.lan,192.168.86.244,2189.4012656211853,0,10,46521_00005,"[-15.36260477698968, -88.77782054420132, -20.615441042107687, -20.563041449552195, -21.73166699013796, -18.743714829351322, -20.39986963652482, -17.750922513153363, -16.547303383354745, -16.583487107926757]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",2.3712934945321273,0.8048805429935906,1.4864608527498064,0.18925036474403406,10.588,24178.201,6.603,25000,6016256,25000,23501,79.41185410334346,59.66322188449847,-0.18282628,0.032597788,-0.5669968
