,datetime,charge_solar,charge_load,discharge_size,current_solar,current_controlled_load_consumption,current_general_electricity_consumption,current_charge,reward
0,2013-01-14 00:00:00,0.05541134625673294,0.386849045753479,0.4000000059604645,0.0,0.0,0.073,0.0,-0.01615924074411392
1,2013-01-14 00:30:00,0.0,0.38396206498146057,0.4000000059604645,0.0,0.0,0.115,0.0,-0.02671975593566895
2,2013-01-14 01:00:00,0.3876159191131592,0.3767889142036438,0.4000000059604645,0.0,1.094,0.024,0.0,-0.11355889082431794
3,2013-01-14 01:30:00,0.01512741670012474,0.0,0.4000000059604645,0.0,1.263,0.126,0.0,-0.12031999940395355
4,2013-01-14 02:00:00,0.04717640206217766,0.38493818044662476,0.4000000059604645,0.0,1.25,0.319,0.0,-0.20962381744861605
5,2013-01-14 02:30:00,0.011802894063293934,0.0,0.39875873923301697,0.0,0.35600000000000004,0.055,0.0,-0.0033051404070854294
6,2013-01-14 03:00:00,0.021252673119306564,0.381456196308136,0.4000000059604645,0.0,0.669,0.189,0.0,-0.11607561903476717
7,2013-01-14 03:30:00,0.17989856004714966,0.3786214590072632,0.4000000059604645,0.0,0.45,0.7390000000000001,0.0,-0.2423921453046799
8,2013-01-14 04:00:00,0.2392161786556244,0.38530775904655457,0.39937451481819153,0.0,0.0,0.7559999999999999,0.0,-0.20032197594165801
9,2013-01-14 04:30:00,0.17622454464435577,0.387814998626709,0.3856254518032074,0.0,0.444,0.083,0.002189546823501587,-0.06702895468235016
10,2013-01-14 05:00:00,0.07914980500936508,0.4000000059604645,0.3748585283756256,0.0,0.513,0.364,0.025141471624374412,-0.02876055423259734
11,2013-01-14 05:30:00,0.004700022283941507,0.4000000059604645,0.36845800280570984,0.0,0.0,0.823,0.03154199719429018,-0.028302735528945914
12,2013-01-14 06:00:00,0.4000000059604645,0.4000000059604645,0.35052695870399475,0.0,0.0,0.6729999999999999,0.06391599965095529,-0.0
13,2013-01-14 06:30:00,0.3875068128108978,0.4000000059604645,0.3546443283557892,0.0,0.0,0.833,0.04535567164421084,-0.05567067276477817
14,2013-01-14 07:00:00,0.36170339584350586,0.4000000059604645,0.31657373905181885,0.05,0.0,0.848,0.08342626094818117,-0.08697715475320818
15,2013-01-14 07:30:00,0.2224075198173523,0.3999095857143402,0.3444468677043915,0.106,0.0,0.7659999999999999,0.05555313229560854,-0.10808511477470395
16,2013-01-14 08:00:00,0.08568240702152252,0.3918304145336151,0.2252490222454071,0.206,0.0,0.855,0.17475097775459292,-0.10360841704487801
17,2013-01-14 08:30:00,0.03492651507258415,0.34440961480140686,0.23613859713077545,0.238,0.0,0.122,0.4,-0.0
18,2013-01-14 09:00:00,0.4000000059604645,0.0,0.20836851000785828,0.213,0.0,0.292,0.19163148999214175,-0.022580502297878263
19,2013-01-14 09:30:00,0.24173475801944733,0.0,0.3635762929916382,0.238,0.0,0.104,0.4,-0.0
20,2013-01-14 10:00:00,0.028367945924401283,0.23714026808738708,0.364931583404541,0.463,0.0,0.282,0.31549178598821176,-0.0
21,2013-01-14 10:30:00,0.34710514545440674,0.0023362156935036182,0.18769942224025726,0.363,0.0,0.269,0.31357506687566616,-0.0
22,2013-01-14 11:00:00,0.006437475793063641,0.37305957078933716,0.31388649344444275,1.131,0.0,1.15,0.16147786808013975,-0.0
23,2013-01-14 11:30:00,0.049769915640354156,0.0014976640231907368,0.12040159851312637,1.519,0.0,0.624,0.4,-0.0
24,2013-01-14 12:00:00,0.014841740019619465,0.0,0.17939303815364838,1.619,0.0,0.158,0.4,-0.0
25,2013-01-14 12:30:00,0.4000000059604645,0.0,0.06567838788032532,1.538,0.0,0.379,0.4,-0.0
26,2013-01-14 13:00:00,0.08482630550861359,0.0,0.21918050944805145,1.763,0.0,0.145,0.4,-0.0
27,2013-01-14 13:30:00,0.4000000059604645,0.001548405853100121,0.06023011356592178,1.781,0.0,0.058,0.4,-0.0
28,2013-01-14 14:00:00,0.39732328057289124,0.0,0.041757725179195404,1.769,0.0,0.099,0.4,-0.0
29,2013-01-14 14:30:00,0.4000000059604645,0.010372292250394821,0.06164855509996414,1.719,0.0,0.122,0.4,-0.0
30,2013-01-14 15:00:00,0.38665613532066345,0.0,0.06904783099889755,1.663,0.0,0.036000000000000004,0.4,-0.0
31,2013-01-14 15:30:00,0.3907472789287567,0.0,0.045844193547964096,1.519,0.0,0.619,0.4,-0.0
32,2013-01-14 16:00:00,0.0,0.0,0.2738475203514099,1.138,0.0,0.135,0.4,-0.0
33,2013-01-14 16:30:00,0.013390593230724335,0.17723269760608673,0.17290933430194855,1.075,0.0,0.081,0.4,-0.0
34,2013-01-14 17:00:00,0.3987259268760681,0.05998862534761429,0.17706607282161713,0.525,0.0,0.25,0.2229339271783829,-0.001795089438557619
35,2013-01-14 17:30:00,0.35200709104537964,0.12959501147270203,0.16496644914150238,0.863,0.0,0.161,0.4,-0.0
36,2013-01-14 18:00:00,0.031949400901794434,0.08580145984888077,0.3638695180416107,0.775,0.0,0.146,0.4,-0.0
37,2013-01-14 18:30:00,0.04537593200802803,0.04678327217698097,0.4000000059604645,0.188,0.0,0.154,0.3418408017754554,-0.0
38,2013-01-14 19:00:00,0.28952085971832275,0.037424396723508835,0.3209126591682434,0.106,0.0,0.4370000000000001,0.07908734083175661,-0.025745185619294647
39,2013-01-14 19:30:00,0.11101621389389038,0.06687948852777481,0.344219446182251,0.063,0.0,0.218,0.059339957654476166,-0.0
40,2013-01-14 20:00:00,0.038905590772628784,0.4000000059604645,0.22847358882427216,0.019,0.0,0.241,0.4,-0.0
