episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/mean_q,info/learner/default_policy/max_q,info/learner/default_policy/min_q
-91.32215856561346,-91.32215856561346,-91.32215856561346,2352.0,1,1,2500,False,1,1,5c61858626a44d98b8cd6a44f0b141ba,2021-03-30_10-37-11,1617097031,83.40375900268555,83.40375900268555,96744,alexanders-mbp.lan,192.168.86.244,83.40375900268555,0,1,46521_00004,[-91.32215856561346],[2352],2.1588840469366453,0.6599860017845889,1.2631942538536343,0.1639064337338795,7.875,32506.897,6.976,2500,256256,2500,1001,78.55882352941175,64.4873949579832,-0.12416422,-0.032052256,-0.40167046
-35.65665701505496,-91.32215856561346,-63.48940779033421,2352.0,1,1,5000,False,2,2,5c61858626a44d98b8cd6a44f0b141ba,2021-03-30_10-40-39,1617097239,207.9357771873474,291.33953619003296,96744,alexanders-mbp.lan,192.168.86.244,291.33953619003296,0,2,46521_00004,"[-35.65665701505496, -91.32215856561346]","[2352, 2352]",2.201694484520912,0.6911693303465574,1.3232272802433829,0.1720078377786949,8.984,28495.577,4.391,5000,896256,5000,3501,79.11190476190477,63.19149659863945,-0.14406581,-0.024547603,-0.4072819
-34.986709307380444,-91.32215856561346,-53.9885082960163,2352.0,1,1,7500,False,3,3,5c61858626a44d98b8cd6a44f0b141ba,2021-03-30_10-44-15,1617097455,215.57884526252747,506.9183814525604,96744,alexanders-mbp.lan,192.168.86.244,506.9183814525604,0,3,46521_00004,"[-34.986709307380444, -91.32215856561346, -35.65665701505496]","[2352, 2352, 2352]",2.2274465681274727,0.7119353403842127,1.3562095015488353,0.17656780454397636,11.46,22338.859,6.676,7500,1536256,7500,6001,83.19049180327869,61.228852459016395,-0.17537595,0.075758144,-0.4330209
-34.986709307380444,-91.32215856561346,-49.45600878275628,2352.0,1,1,10000,False,4,4,5c61858626a44d98b8cd6a44f0b141ba,2021-03-30_10-48-00,1617097680,225.24045181274414,732.1588332653046,96744,alexanders-mbp.lan,192.168.86.244,732.1588332653046,0,4,46521_00004,"[-35.85851024297626, -91.32215856561346, -35.65665701505496, -34.986709307380444]","[2352, 2352, 2352, 2352]",2.24772419169175,0.7259514460144543,1.378269926596137,0.17960995345272024,17.211,14874.016,6.915,10000,2176256,10000,8501,84.32539184952978,60.1808777429467,-0.21031643,0.04992254,-0.71098405
-27.416755993063116,-91.32215856561346,-45.04815822481765,2352.0,1,1,12500,False,5,5,5c61858626a44d98b8cd6a44f0b141ba,2021-03-30_10-51-58,1617097918,237.714497089386,969.8733303546906,96744,alexanders-mbp.lan,192.168.86.244,969.8733303546906,0,5,46521_00004,"[-27.416755993063116, -91.32215856561346, -35.65665701505496, -34.986709307380444, -35.85851024297626]","[2352, 2352, 2352, 2352, 2352]",2.269811411149372,0.7378323046512304,1.398072433999435,0.18224794253898935,9.088,28170.444,4.668,12500,2816256,12500,11001,75.2641791044776,59.165970149253724,-0.21106254,0.042421043,-0.6243032
-27.416755993063116,-91.32215856561346,-42.117391364532246,2352.0,1,1,15000,False,6,6,5c61858626a44d98b8cd6a44f0b141ba,2021-03-30_10-56-09,1617098169,251.51060700416565,1221.3839373588562,96744,alexanders-mbp.lan,192.168.86.244,1221.3839373588562,0,6,46521_00004,"[-27.463557063105256, -91.32215856561346, -35.65665701505496, -34.986709307380444, -35.85851024297626, -27.416755993063116]","[2352, 2352, 2352, 2352, 2352, 2352]",2.2932895765059547,0.748534009176867,1.4165341155311453,0.18456991709881757,14.132,18115.376,6.583,15000,3456256,15000,13501,72.94366197183099,59.23859154929577,-0.22665787,0.028426126,-0.6320938
-27.416755993063116,-91.32215856561346,-40.19852853742679,2352.0,1,1,17500,False,7,7,5c61858626a44d98b8cd6a44f0b141ba,2021-03-30_11-00-18,1617098418,248.3533272743225,1469.7372646331787,96744,alexanders-mbp.lan,192.168.86.244,1469.7372646331787,0,7,46521_00004,"[-28.685351574794005, -91.32215856561346, -35.65665701505496, -34.986709307380444, -35.85851024297626, -27.416755993063116, -27.463557063105256]","[2352, 2352, 2352, 2352, 2352, 2352, 2352]",2.314112282769036,0.7700281944577935,1.4321031604330106,0.1863992496661365,9.625,26597.584,5.492,17500,4096256,17500,16001,77.00799999999998,59.65457142857144,-0.20838135,0.05897992,-0.61833376
-25.669062754653,-91.32215856561346,-38.382345314580064,2352.0,1,1,20000,False,8,8,5c61858626a44d98b8cd6a44f0b141ba,2021-03-30_11-04-17,1617098657,239.5835440158844,1709.320808649063,96744,alexanders-mbp.lan,192.168.86.244,1709.320808649063,0,8,46521_00004,"[-25.669062754653, -91.32215856561346, -35.65665701505496, -34.986709307380444, -35.85851024297626, -27.416755993063116, -27.463557063105256, -28.685351574794005]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",2.331637390604584,0.7855530953351069,1.4447385509922905,0.18788949812423508,10.791,23723.491,5.893,20000,4736256,20000,18501,77.23934911242604,58.9680473372781,-0.21328336,0.031862006,-0.65798336
-25.669062754653,-91.32215856561346,-37.01914645345826,2352.0,1,1,22500,False,9,9,5c61858626a44d98b8cd6a44f0b141ba,2021-03-30_11-08-10,1617098890,232.6638789176941,1941.9846875667572,96744,alexanders-mbp.lan,192.168.86.244,1941.9846875667572,0,9,46521_00004,"[-26.11355556448389, -91.32215856561346, -35.65665701505496, -34.986709307380444, -35.85851024297626, -27.416755993063116, -27.463557063105256, -28.685351574794005, -25.669062754653]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",2.345844734107045,0.7972120217188277,1.4548562396084472,0.18905636955036348,8.094,31626.966,4.343,22500,5376256,22500,21001,70.35853658536585,59.23993902439023,-0.22873434,0.018651925,-0.5950564
-24.55408522184218,-91.32215856561346,-35.77264033029665,2352.0,1,1,25000,False,10,10,5c61858626a44d98b8cd6a44f0b141ba,2021-03-30_11-12-04,1617099124,233.3885109424591,2175.3731985092163,96744,alexanders-mbp.lan,192.168.86.244,2175.3731985092163,0,10,46521_00004,"[-24.55408522184218, -91.32215856561346, -35.65665701505496, -34.986709307380444, -35.85851024297626, -27.416755993063116, -27.463557063105256, -28.685351574794005, -25.669062754653, -26.11355556448389]","[2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352, 2352]",2.357840940262432,0.8061493215467086,1.463380790727965,0.19001789311673098,7.36,34783.034,4.855,25000,6016256,25000,23501,79.96899696048634,59.66899696048632,-0.22891551,0.010344654,-0.8525942
