,datetime,charge_solar,charge_load,discharge_size,current_solar,current_controlled_load_consumption,current_general_electricity_consumption,current_charge
0,2013-01-14 00:00:00,0.3481491804122925,0.14569544792175293,0.6194264888763428,0.0,0.0,0.073,0.40073104095458983
1,2013-01-14 00:30:00,0.9123363494873047,0.6703499555587769,0.018963932991027832,0.0,0.0,0.115,1.0
2,2013-01-14 01:00:00,0.48925578594207764,0.7651171684265137,0.35596394538879395,0.0,1.094,0.024,0.644036054611206
3,2013-01-14 01:30:00,0.99896240234375,0.6811408996582031,0.05498647689819336,0.0,1.263,0.126,0.9450135231018066
4,2013-01-14 02:00:00,0.8423994779586792,0.8657540082931519,0.9360746145248413,0.0,1.25,0.319,0.06392538547515869
5,2013-01-14 02:30:00,0.559248685836792,0.6567854881286621,0.5940167903900146,0.0,0.356,0.055,0.12669408321380615
6,2013-01-14 03:00:00,0.40116775035858154,0.3054724931716919,0.3025552034378052,0.0,0.669,0.1889999999999999,0.12961137294769287
7,2013-01-14 03:30:00,0.20123827457427979,0.09353756904602051,0.3727802038192749,0.0,0.45,0.7390000000000001,0.0
8,2013-01-14 04:00:00,0.10392105579376221,0.01189112663269043,0.3824317455291748,0.0,0.0,0.7559999999999999,0.0
9,2013-01-14 04:30:00,0.27100491523742676,0.6901340484619141,0.07276403903961182,0.0,0.444,0.083,0.6173700094223022
10,2013-01-14 05:00:00,0.0011087656021118164,0.27458930015563965,0.16216397285461426,0.0,0.513,0.364,0.7297953367233276
11,2013-01-14 05:30:00,0.34958410263061523,0.5561472177505493,0.26638293266296387,0.0,0.0,0.823,0.7336170673370361
12,2013-01-14 06:00:00,0.14198172092437744,0.39620327949523926,0.3414421081542969,0.0,0.0,0.6729999999999999,0.6585578918457031
13,2013-01-14 06:30:00,0.5844967365264893,0.008441329002380371,0.22447741031646729,0.0,0.0,0.833,0.4425218105316162
14,2013-01-14 07:00:00,0.4459354877471924,0.7974673509597778,0.6743462085723877,0.05,0.0,0.848,0.3694890279769897
15,2013-01-14 07:30:00,0.6972552537918091,0.9926828145980835,0.6782879829406738,0.106,0.0,0.7659999999999999,0.32171201705932617
16,2013-01-14 08:00:00,0.9781829118728638,0.10338819026947021,0.8458282947540283,0.206,0.0,0.855,0.0
17,2013-01-14 08:30:00,0.4217029809951782,0.08354783058166504,0.9935274124145508,0.238,0.0,0.122,0.7879795818328857
18,2013-01-14 09:00:00,0.7731599807739258,0.9800997972488403,0.8582595586776733,0.213,0.0,0.292,0.14174044132232666
19,2013-01-14 09:30:00,0.9011883735656738,0.20319592952728271,0.10721611976623535,0.238,0.0,0.104,0.475720251083374
20,2013-01-14 10:00:00,0.6123764514923096,0.025380730628967285,0.47041988372802734,0.4629999999999999,0.0,0.282,0.6567202510833738
21,2013-01-14 10:30:00,0.6469058990478516,0.4871482849121094,0.6959260702133179,0.363,0.0,0.2689999999999999,0.5871314640045169
22,2013-01-14 11:00:00,0.3944997787475586,0.7488688230514526,0.07838475704193115,1.131,0.0,1.15,0.9216152429580688
23,2013-01-14 11:30:00,0.7234969139099121,0.63968825340271,0.9325289726257324,1.519,0.0,0.624,0.6885843467712401
24,2013-01-14 12:00:00,0.6721349954605103,0.3283010721206665,0.7458140850067139,1.619,0.0,0.158,1.0
25,2013-01-14 12:30:00,0.11554229259490967,0.6267812252044678,0.5756311416625977,1.538,0.0,0.379,1.0
26,2013-01-14 13:00:00,0.2855043411254883,0.551332950592041,0.9660706520080566,1.763,0.0,0.145,1.0
27,2013-01-14 13:30:00,0.3953319787979126,0.23627710342407227,0.6914806365966797,1.781,0.0,0.0579999999999999,1.0
